"","Source..A.","Source..B.","WC","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
"774","Age or chronic conditions make the flu even more dangerous - https://t.co/Qh9VJ1NaTR #vaccineswork #getimmunized #flushot 
https://t.co/SShmo5PSZ4","Positive",23,87.57,33.19,9.25,1,23,34.78,47.83,13.04,0,0,0,0,0,0,0,0,4.35,0,0,4.35,4.35,0,4.35,8.7,4.35,0,0,4.35,4.35,0,4.35,0,0,0,0,0,0,0,0,8.7,0,4.35,0,4.35,0,4.35,0,0,0,0,8.7,0,8.7,0,0,8.7,0,0,4.35,0,4.35,0,4.35,0,8.7,0,0,8.7,0,0,0,0,0,0,8.7,0,8.7,0,0,0,43.48,8.7,0,0,0,0,0,4.35,0,0,0,30.43
"775","Age or chronic conditions make the flu even more dangerous. Another winter means another flu season, and for more vulnerable Canadians, the protection offered by the flu vaccine is especially important. | @macleans | https://t.co/0OIlqkVRhF 
#FluShot #GetImmunized","Positive",39,86.39,50,17.46,2.7,13,41.03,74.36,30.77,5.13,0,0,0,0,0,0,5.13,7.69,5.13,2.56,5.13,5.13,0,7.69,7.69,5.13,0,0,10.26,7.69,2.56,5.13,2.56,0,0,2.56,0,0,0,0,10.26,2.56,2.56,0,2.56,2.56,2.56,0,0,0,0,10.26,0,10.26,0,0,12.82,0,0,7.69,0,5.13,0,7.69,0,10.26,0,0,10.26,0,0,0,0,0,0,2.56,0,2.56,0,0,0,30.77,7.69,5.13,0,0,0,0,0,0,0,0,17.95
"776","Age or chronic conditions make the flu even more dangerous. Another winter means another flu season, and for more vulnerable Canadians, the protection offered by the flu vaccine is especially important. | @macleans | https://t.co/0OIlqkVRhF 
#FluShot #GetImmunized","Positive",39,86.39,50,17.46,2.7,13,41.03,74.36,30.77,5.13,0,0,0,0,0,0,5.13,7.69,5.13,2.56,5.13,5.13,0,7.69,7.69,5.13,0,0,10.26,7.69,2.56,5.13,2.56,0,0,2.56,0,0,0,0,10.26,2.56,2.56,0,2.56,2.56,2.56,0,0,0,0,10.26,0,10.26,0,0,12.82,0,0,7.69,0,5.13,0,7.69,0,10.26,0,0,10.26,0,0,0,0,0,0,2.56,0,2.56,0,0,0,30.77,7.69,5.13,0,0,0,0,0,0,0,0,17.95
"777","Age or chronic conditions make the flu even more dangerous. Another winter means another flu season, and for more vulnerable Canadians, the protection offered by the flu vaccine is especially important. | @macleans | https://t.co/0OIlqkVRhF 
#FluShot #GetImmunized","Positive",39,86.39,50,17.46,2.7,13,41.03,74.36,30.77,5.13,0,0,0,0,0,0,5.13,7.69,5.13,2.56,5.13,5.13,0,7.69,7.69,5.13,0,0,10.26,7.69,2.56,5.13,2.56,0,0,2.56,0,0,0,0,10.26,2.56,2.56,0,2.56,2.56,2.56,0,0,0,0,10.26,0,10.26,0,0,12.82,0,0,7.69,0,5.13,0,7.69,0,10.26,0,0,10.26,0,0,0,0,0,0,2.56,0,2.56,0,0,0,30.77,7.69,5.13,0,0,0,0,0,0,0,0,17.95
"778","Age or chronic conditions make the flu even more dangerous. Another winter means another flu season, and for more vulnerable Canadians, the protection offered by the flu vaccine is especially important. | @macleans | https://t.co/0OIlqkVRhF 
#FluShot #GetImmunized","Positive",39,86.39,50,17.46,2.7,13,41.03,74.36,30.77,5.13,0,0,0,0,0,0,5.13,7.69,5.13,2.56,5.13,5.13,0,7.69,7.69,5.13,0,0,10.26,7.69,2.56,5.13,2.56,0,0,2.56,0,0,0,0,10.26,2.56,2.56,0,2.56,2.56,2.56,0,0,0,0,10.26,0,10.26,0,0,12.82,0,0,7.69,0,5.13,0,7.69,0,10.26,0,0,10.26,0,0,0,0,0,0,2.56,0,2.56,0,0,0,30.77,7.69,5.13,0,0,0,0,0,0,0,0,17.95
"779","Are you a human &gt; 6 mo old? Then you need #FluShot! Worried that you/your family might be exception to needing #FluVaccine? If so, learn more from @CDCgov. HINT: List of those who shouldnt get vaccinated is VERY small. Be a #FluFighter!🌟😀💪🏽 https://t.co/0DXVGsOJ2S via @CDCgov","Positive",55,41.15,92.7,1,5.95,9.17,16.36,69.09,41.82,12.73,7.27,0,0,7.27,0,0,5.45,3.64,7.27,10.91,3.64,5.45,1.82,18.18,7.27,3.64,1.82,1.82,3.64,1.82,0,1.82,1.82,0,0,12.73,1.82,0,0,0,12.73,1.82,0,7.27,3.64,0,3.64,0,0,0,0,0,0,0,0,0,5.45,1.82,0,1.82,1.82,0,0,12.73,3.64,7.27,0,3.64,3.64,1.82,5.45,1.82,0,0,0,1.82,0,1.82,0,0,0,34.55,5.45,1.82,1.82,1.82,3.64,3.64,0,0,0,0,16.36
"780","Are you an ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","Are you an ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","Are you an ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Are you pregnant or planning a pregnancy? Protect yourself and your baby from serious complications from the #flu. The #flushot is safe and recommended for expecting moms. 

Learn more: https://t.co/ZWVXM21zvC https://t.co/xhYlfNiNTr","Positive",39,86.39,99,1,25.77,9.75,30.77,76.92,35.9,7.69,7.69,0,0,7.69,0,0,0,7.69,7.69,5.13,0,7.69,0,7.69,7.69,2.56,0,0,2.56,5.13,2.56,2.56,0,0,0,20.51,10.26,0,2.56,0,10.26,5.13,0,2.56,2.56,0,2.56,0,0,0,0,7.69,0,7.69,5.13,0,7.69,0,2.56,0,0,5.13,0,7.69,5.13,0,0,0,0,2.56,0,0,0,0,0,5.13,0,5.13,0,0,0,30.77,10.26,0,2.56,0,2.56,0,0,0,0,0,15.38
"784","Are you pregnant or planning a pregnancy? Protect yourself and your baby from serious complications from the #flu. The #flushot is safe and recommended for expecting moms. 

Learn more: https://t.co/ZWVXM21zvC https://t.co/xhYlfNiNTr","Positive",39,86.39,99,1,25.77,9.75,30.77,76.92,35.9,7.69,7.69,0,0,7.69,0,0,0,7.69,7.69,5.13,0,7.69,0,7.69,7.69,2.56,0,0,2.56,5.13,2.56,2.56,0,0,0,20.51,10.26,0,2.56,0,10.26,5.13,0,2.56,2.56,0,2.56,0,0,0,0,7.69,0,7.69,5.13,0,7.69,0,2.56,0,0,5.13,0,7.69,5.13,0,0,0,0,2.56,0,0,0,0,0,5.13,0,5.13,0,0,0,30.77,10.26,0,2.56,0,2.56,0,0,0,0,0,15.38
"785","Are you pregnant or planning a pregnancy? Protect yourself and your baby from serious complications from the #flu. The #flushot is safe and recommended for expecting moms. 

Learn more: https://t.co/ZWVXM21zvC https://t.co/xhYlfNiNTr","Positive",39,86.39,99,1,25.77,9.75,30.77,76.92,35.9,7.69,7.69,0,0,7.69,0,0,0,7.69,7.69,5.13,0,7.69,0,7.69,7.69,2.56,0,0,2.56,5.13,2.56,2.56,0,0,0,20.51,10.26,0,2.56,0,10.26,5.13,0,2.56,2.56,0,2.56,0,0,0,0,7.69,0,7.69,5.13,0,7.69,0,2.56,0,0,5.13,0,7.69,5.13,0,0,0,0,2.56,0,0,0,0,0,5.13,0,5.13,0,0,0,30.77,10.26,0,2.56,0,2.56,0,0,0,0,0,15.38
"786","Be a real superhero and fight the flu. Get your ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","Be a real superhero and fight the flu. Get your ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","Be like Grace Fanfair and get your #FluShot to protect your health this season! Grace works in patient care and does not want the flu to spead to herself, her team, or our patients and visitors. #Freeflushots are available in our Carington Atrium until 4pm today! https://t.co/YOv48tJtv2","Positive",51,63.46,94.15,1.49,98.87,12.75,21.57,70.59,45.1,13.73,11.76,0,3.92,3.92,3.92,0,1.96,1.96,13.73,5.88,0,9.8,1.96,13.73,0,1.96,0,0,0,5.88,5.88,0,0,0,0,13.73,0,0,3.92,0,5.88,0,0,1.96,1.96,0,3.92,0,0,0,0,3.92,0,3.92,0,0,11.76,5.88,3.92,0,1.96,1.96,0,15.69,0,9.8,0,3.92,5.88,3.92,1.96,0,0,0,0,1.96,0,1.96,0,0,0,19.61,3.92,3.92,0,0,0,3.92,0,0,0,0,7.84
"789","Be Tougher than the Rest and fight the flu with a flu shot! ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","Become a ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","Become a ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","By the way, @UNC is partnering w/ Alana’s Foundation to track campus participation for a national university #vaccine competition. After you get your flu vaccine, visit https://t.co/ztFVwLdXin to put a point on UNC's scoreboard! #GiveItYourBestShot","Positive",40,99,95.99,43.37,25.77,13.33,27.5,70,30,5,5,0,0,5,0,0,0,7.5,15,2.5,0,0,0,10,5,2.5,0,0,0,0,0,0,0,0,0,12.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,0,0,10,2.5,2.5,2.5,5,0,0,5,0,20,5,12.5,2.5,10,0,0,0,0,0,5,0,5,0,0,0,27.5,5,5,0,0,0,2.5,0,0,2.5,0,12.5
"793","Calling all health care providers! Don’t forget to get your #FluShot. It’s a safe and effective way to protect you and your patients from the flu. 
#GetImmunized https://t.co/rtgYKPjXfI","Positive",34,89.49,98.02,1,98.87,8.5,23.53,67.65,32.35,11.76,8.82,0,0,8.82,0,0,2.94,5.88,8.82,0,0,5.88,0,8.82,2.94,0,0,0,2.94,5.88,5.88,0,0,0,0,11.76,0,0,0,0,5.88,2.94,2.94,0,0,2.94,0,0,0,0,0,5.88,0,5.88,0,0,8.82,0,0,0,2.94,5.88,0,8.82,0,2.94,0,2.94,0,0,0,0,0,0,0,2.94,0,2.94,0,0,0,23.53,8.82,0,0,0,0,2.94,0,0,0,0,11.76
"794","Calling all health care providers! You care for your patients. This fall, get your #FluShot. #GetImmunized","Positive",16,54.96,99,1,99,4,31.25,75,31.25,25,18.75,0,0,18.75,0,0,6.25,0,6.25,0,0,0,0,18.75,0,0,0,0,6.25,12.5,12.5,0,0,0,0,25,0,0,0,0,6.25,0,0,0,0,6.25,0,0,0,0,0,6.25,0,6.25,0,0,6.25,0,0,0,6.25,0,0,18.75,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,12.5,6.25,0,0,0,6.25,0,0,0,0,12.5
"795","Canada, let’s lower our flu risk. Together. 
#FluPreventionWeek #FluShot #GetImmunized https://t.co/UVfh5qIrKm","Positive",16,71.61,96.95,7.84,1,5.33,31.25,43.75,12.5,6.25,6.25,0,6.25,0,0,0,0,0,0,6.25,0,0,0,6.25,6.25,6.25,0,0,0,12.5,0,12.5,6.25,0,6.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,25,12.5,0,6.25,0,6.25,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,56.25,18.75,6.25,0,0,0,0,0,0,0,0,31.25
"796","CBS F A K E. N E W S .
##

on killer #Flushot

CDC Dr Timothy Cunningham suicided with his notes on how vaccinated more like to die from Flu than unvaccinated 

Could be my last post due to current CENSORSHIP 
@realDonaldTrump https://t.co/rTLL1TU7pm","Positive",46,97.28,41.41,9.25,4.13,15.33,21.74,58.7,30.43,4.35,4.35,2.17,0,0,2.17,0,0,2.17,17.39,4.35,2.17,2.17,0,6.52,4.35,6.52,2.17,0,2.17,2.17,0,2.17,0,2.17,0,2.17,0,0,0,2.17,6.52,0,2.17,2.17,0,0,2.17,0,0,0,0,4.35,0,4.35,0,0,2.17,0,0,2.17,0,0,0,6.52,0,13.04,0,4.35,6.52,0,2.17,0,0,0,6.52,4.35,0,4.35,2.17,0,0,19.57,6.52,0,0,0,0,0,0,0,0,0,13.04
"797","CDC recommended ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","Check out our ‘Influenza prevention in adults’ infographic! 
https://t.co/wAFLaGVaJv 
#FluShot #GetImmunized","Positive",16,97.17,96.95,7.84,25.77,8,37.5,37.5,18.75,6.25,6.25,0,6.25,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,0,6.25,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,37.5,6.25,0,0,0,0,6.25,0,0,0,0,25
"799","Check out our ‘Influenza prevention in people living with asthma’ infographic! 
https://t.co/lqyA90XfJj 
#FluShot #GetImmunized","Positive",19,98.6,94.27,4.05,25.77,9.5,31.58,47.37,21.05,5.26,5.26,0,5.26,0,0,0,0,0,15.79,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,10.53,0,0,10.53,5.26,0,0,0,5.26,0,0,0,10.53,0,10.53,0,0,0,0,0,0,0,5.26,0,5.26,0,0,0,31.58,5.26,0,0,0,0,5.26,0,0,0,0,21.05
"800","Check out our ‘Influenza prevention in seniors’ infographic! 
https://t.co/Q6hNzam7xe 
#FluShot #GetImmunized https://t.co/zgL5alHQhq","Positive",21,96.41,82.96,13.15,25.77,10.5,38.1,33.33,14.29,4.76,4.76,0,4.76,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,4.76,0,4.76,0,4.76,0,0,0,14.29,0,9.52,4.76,4.76,0,0,0,0,0,9.52,0,9.52,0,0,0,42.86,9.52,0,0,0,0,4.76,0,0,0,0,28.57
"801","Clinics today at MRHS and OTHS. ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","Commissioner @ShereefElnahal was happy to visit @HJAHC last week to get his #flushot. Did you get yours yet? 

#FluShotFriday #FightTheFluNJ https://t.co/ZkoiuF8jX3","Positive",25,62.61,99,6.7,25.77,8.33,24,64,32,12,12,0,0,8,4,0,0,0,8,8,4,0,0,20,4,0,0,0,0,8,4,4,0,4,0,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,8,8,0,16,4,0,12,0,0,0,0,0,0,4,0,4,0,0,0,40,8,0,0,0,4,0,0,0,0,0,28
"803","Community Memorial Health System hosts FREE Flu Shot Clinics in Ventura County - https://t.co/DsPl0jctcf ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","Community Memorial Health System hosts FREE Flu Shot Clinics in Ventura County - https://t.co/DsPl0jctcf ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","Contrary to popular belief, flu shots do not weaken the immune system. In fact, if you have a weak immune system it is vital to get vaccinated against viral diseases. Seek the influenza vaccination now at your nearest clinic! #A_healthier_AbuDhabi #FluShot #FluSeason https://t.co/XNGz94N0LK","Positive",49,92.84,58.08,13.15,25.77,12.25,26.53,67.35,36.73,6.12,4.08,0,0,4.08,0,0,2.04,8.16,10.2,6.12,2.04,2.04,2.04,10.2,8.16,4.08,0,0,0,8.16,4.08,4.08,0,0,0,6.12,0,0,0,0,10.2,2.04,0,2.04,2.04,2.04,6.12,0,0,0,0,18.37,0,18.37,0,0,6.12,0,0,4.08,2.04,0,0,10.2,0,8.16,0,6.12,2.04,0,0,0,0,2.04,0,2.04,0,2.04,0,0,0,26.53,6.12,4.08,0,0,0,2.04,0,0,0,0,14.29
"806","CPhA's Phil Emberley on the importance of getting the #flushot, especially for older Canadians. Most #pharmacies across Canada offer convenient access to the flu shot. Talk to your #pharmacist and help keep us all #flufree this season! https://t.co/eR8xfc1w78","Positive",42,98.33,95.2,2.82,70.57,10.5,26.19,69.05,33.33,7.14,4.76,0,2.38,2.38,0,0,2.38,7.14,14.29,0,2.38,2.38,0,4.76,4.76,4.76,0,0,4.76,2.38,2.38,0,0,0,0,11.9,0,0,0,0,7.14,0,0,0,2.38,4.76,0,0,0,0,0,7.14,0,7.14,0,0,11.9,4.76,2.38,2.38,4.76,0,0,4.76,0,9.52,0,4.76,4.76,0,0,0,0,0,0,2.38,0,2.38,0,0,0,28.57,7.14,2.38,0,0,0,2.38,0,0,2.38,0,14.29
"807","Crazy but true! Flu killed more Americans last season than car crashes and drug overdoses. (Yet only less than half of Americans won't roll up their sleeve and get a ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","Day 2/7 of International Inf Prev Week #IIPW2018 

GET YOUR #flushot!

Did you know @CDCgov recently estimated that 80,000 in US died as result of flu last yr? It is deadly serious

You have questions? Check out Facebook live tomorrow w Drs. Chu &amp; Bloom https://t.co/rHavg6BDgg https://t.co/ubbsVzxYRw","Positive",57,79.88,94.27,28.23,6.35,11.4,19.3,57.89,24.56,10.53,7.02,0,1.75,5.26,0,0,3.51,0,8.77,5.26,0,1.75,0,12.28,5.26,3.51,0,7.02,0,1.75,0,1.75,0,0,0,8.77,0,0,0,0,5.26,3.51,1.75,0,1.75,0,0,0,0,0,0,5.26,0,5.26,0,0,7.02,3.51,0,1.75,1.75,0,3.51,8.77,1.75,14.04,0,5.26,8.77,0,3.51,0,0,0,1.75,3.51,0,3.51,0,0,0,29.82,5.26,1.75,0,1.75,3.51,1.75,0,0,0,0,15.79
"809","Delighted to see our national broadcaster covering this important topic on @RTEOne today. Focus often on healthcare workers. However, this is a patient safety issue #influenza #vaccine #VaccinesWork #VaccinesMakeAdults #flufighters https://t.co/OPkPPQcCRo","Positive",35,80.28,61.26,26,99,11.67,42.86,51.43,28.57,8.57,2.86,0,2.86,0,0,0,5.71,2.86,8.57,2.86,5.71,2.86,0,5.71,2.86,0,0,0,0,8.57,8.57,0,0,0,0,2.86,0,0,0,0,5.71,0,0,0,2.86,0,2.86,2.86,2.86,0,0,0,0,0,0,0,11.43,2.86,2.86,5.71,0,2.86,0,8.57,0,14.29,0,8.57,5.71,2.86,0,0,0,0,0,2.86,0,2.86,0,0,0,34.29,8.57,2.86,0,0,0,0,0,0,0,0,22.86
"810","Did you get your #flushot yet? We’re excited to launch MyShot, a campaign to raise awareness about the potential dangers of the flu for those ages 50+. Take a look: https://t.co/BBN6W3OnJS #IGotMyShot #fluvaccine","Positive",38,96.69,94.27,4.05,25.77,12.67,23.68,71.05,39.47,10.53,7.89,0,2.63,5.26,0,0,2.63,10.53,13.16,2.63,5.26,0,0,10.53,2.63,0,0,2.63,0,5.26,2.63,2.63,0,0,0,7.89,0,0,0,0,7.89,2.63,2.63,0,2.63,0,0,2.63,2.63,0,0,2.63,0,2.63,0,0,18.42,2.63,2.63,2.63,7.89,2.63,2.63,7.89,2.63,7.89,2.63,0,5.26,0,0,0,0,0,0,2.63,0,2.63,0,0,0,28.95,5.26,2.63,2.63,0,2.63,0,0,0,0,0,15.79
"811","Did you get your ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","Did you know that it takes 2 weeks to build immunity from your #flushot? Plan ahead to protect yourself and others. Join us Oct.29-Nov.2 for #flupreventionweek and we'll help you prepare for a healthy flu season. #forjudeforeveryone #flushot #publichealth

https://t.co/bEgEW0xl7G","Positive",47,70.98,99,4.23,66.07,11.75,23.4,68.09,40.43,19.15,12.77,0,4.26,8.51,0,0,6.38,2.13,12.77,4.26,0,4.26,0,10.64,2.13,0,0,6.38,0,2.13,2.13,0,0,0,0,14.89,0,0,0,0,4.26,2.13,0,0,0,0,2.13,0,0,0,0,4.26,0,4.26,0,0,17.02,8.51,4.26,2.13,2.13,2.13,2.13,6.38,8.51,6.38,0,0,6.38,0,0,0,0,0,0,2.13,0,2.13,0,0,0,27.66,6.38,0,0,0,2.13,0,2.13,0,2.13,0,14.89
